,ts,loc_id,item_id,user_id,is_clk
90,90,1,8,4,0
91,91,3,4,3,1
92,92,4,5,6,0
93,93,2,2,10,0
94,94,2,0,8,0
95,95,3,0,8,0
96,96,1,7,6,1
97,97,2,0,11,0
98,98,2,9,8,1
99,99,3,9,9,0
100,100,0,1,5,0
101,101,2,7,5,0
102,102,2,3,4,0
103,103,2,4,2,1
104,104,4,5,10,0
105,105,0,4,7,0
106,106,1,0,9,1
107,107,2,5,9,1
108,108,3,0,1,0
109,109,1,4,10,0
110,110,3,2,8,1
111,111,0,9,10,1
112,112,2,6,4,0
113,113,4,8,3,0
114,114,1,3,11,0
115,115,0,0,7,1
116,116,0,2,9,1
117,117,1,4,2,1
118,118,1,8,7,1
119,119,0,0,4,1
120,120,3,6,3,1
121,121,0,8,4,1
122,122,4,5,4,0
123,123,4,6,0,1
124,124,4,2,9,0
125,125,3,5,3,0
126,126,0,1,7,1
127,127,0,3,3,0
128,128,4,3,7,0
129,129,1,2,7,0
130,130,1,1,7,1
131,131,0,7,7,1
132,132,0,4,8,0
133,133,2,1,1,0
134,134,4,3,3,1
135,135,2,2,1,0
136,136,2,2,9,0
137,137,4,6,11,1
138,138,0,7,10,0
139,139,1,6,6,0
140,140,1,5,3,0
141,141,0,6,5,1
142,142,3,1,0,1
143,143,0,8,8,1
144,144,2,3,9,0
145,145,2,1,9,0
146,146,0,4,0,1
147,147,0,1,10,1
148,148,1,3,5,0
149,149,0,4,8,1
150,150,0,8,9,0
151,151,1,7,1,1
152,152,4,9,9,0
153,153,0,9,8,0
154,154,2,1,0,0
155,155,2,9,5,1
156,156,4,8,10,0
157,157,2,5,0,0
158,158,4,9,10,1
159,159,3,0,1,0
160,160,4,8,3,1
161,161,2,2,9,0
162,162,0,0,10,0
163,163,3,8,6,1
164,164,4,2,7,1
165,165,1,5,9,1
166,166,4,4,3,0
167,167,1,9,7,0
168,168,2,2,10,0
169,169,2,7,10,1
170,170,1,7,0,0
171,171,4,3,8,0
172,172,4,2,2,0
173,173,4,1,2,1
174,174,1,2,10,0
175,175,3,8,5,0
176,176,1,9,6,1
177,177,2,1,4,1
178,178,2,9,5,1
179,179,4,5,9,1
180,180,4,6,0,1
181,181,2,9,3,0
182,182,3,4,9,1
183,183,2,5,0,0
184,184,1,1,8,1
185,185,3,6,9,1
186,186,0,2,10,0
187,187,4,6,2,0
188,188,2,2,9,1
189,189,1,2,3,1
190,190,0,0,6,0
191,191,3,6,2,0
192,192,0,9,3,1
193,193,1,6,9,1
194,194,3,4,11,0
195,195,3,4,11,0
196,196,0,8,6,1
197,197,4,3,11,1
198,198,2,5,4,0
199,199,2,0,0,1
200,200,2,3,4,1
201,201,1,0,11,0
202,202,0,5,0,0
203,203,1,5,0,1
204,204,4,2,9,1
205,205,3,2,7,0
206,206,4,7,7,1
207,207,2,9,8,0
208,208,1,4,9,1
209,209,2,5,3,1
210,210,1,4,0,1
211,211,3,0,4,0
212,212,4,0,6,0
213,213,4,8,5,1
214,214,3,6,0,1
215,215,4,3,7,0
216,216,3,1,9,1
217,217,4,8,0,1
218,218,4,7,7,1
219,219,0,5,4,1
220,220,2,3,6,1
221,221,0,2,0,1
222,222,0,7,5,0
223,223,0,6,1,0
224,224,2,0,3,0
225,225,2,0,8,1
226,226,1,7,4,1
227,227,2,0,8,0
228,228,0,3,9,0
229,229,4,4,0,0
230,230,2,7,5,0
231,231,4,2,11,0
232,232,1,0,2,1
233,233,4,2,11,0
234,234,1,7,5,1
235,235,1,4,1,0
236,236,1,6,5,1
237,237,0,9,1,1
238,238,0,7,2,1
239,239,1,8,4,0
240,240,4,4,7,0
241,241,1,0,10,0
242,242,3,7,6,1
243,243,2,5,2,1
244,244,2,1,9,1
245,245,2,0,7,1
246,246,0,0,6,0
247,247,4,4,10,1
248,248,0,5,4,1
249,249,0,4,8,1
250,250,3,6,6,1
251,251,3,2,8,1
252,252,4,6,7,1
253,253,3,6,7,0
254,254,4,3,1,1
255,255,0,2,6,0
256,256,0,5,1,0
257,257,3,3,6,1
258,258,0,8,0,1
259,259,2,9,3,0
260,260,2,5,9,1
261,261,1,2,6,0
262,262,0,1,3,1
263,263,3,9,8,1
264,264,3,3,2,1
265,265,1,2,0,1
266,266,4,1,2,0
267,267,0,6,9,0
268,268,0,2,9,1
269,269,3,6,1,0
270,270,3,8,5,0
271,271,3,8,0,1
272,272,0,9,4,1
273,273,0,8,5,0
274,274,1,8,7,0
275,275,4,8,4,0
276,276,4,5,5,0
277,277,2,6,11,1
278,278,3,1,2,1
279,279,1,4,1,1
280,280,4,0,5,1
281,281,0,5,8,1
282,282,3,5,4,1
283,283,2,5,8,0
284,284,3,3,6,0
285,285,4,8,2,0
286,286,4,0,1,1
287,287,1,5,1,0
288,288,0,3,11,0
289,289,4,5,0,1
290,290,0,2,2,1
291,291,3,8,2,0
292,292,2,0,9,1
293,293,2,4,5,0
294,294,2,6,9,1
295,295,1,6,9,0
296,296,0,4,4,1
297,297,2,8,4,1
298,298,1,5,7,1
299,299,1,5,9,0
300,300,1,4,4,0
301,301,1,2,2,1
302,302,3,5,8,1
303,303,4,2,4,1
304,304,1,4,2,1
305,305,2,8,7,1
306,306,0,5,8,1
307,307,1,2,11,0
308,308,3,3,6,1
309,309,0,7,2,1
310,310,2,4,2,1
311,311,4,2,7,0
312,312,0,3,4,0
313,313,2,0,7,1
314,314,2,0,2,1
315,315,0,8,6,1
316,316,1,9,9,1
317,317,4,7,11,1
318,318,3,1,11,1
319,319,3,4,10,0
320,320,4,3,0,1
321,321,4,0,5,0
322,322,4,7,6,0
323,323,3,4,4,1
324,324,1,2,2,1
325,325,3,4,9,1
326,326,2,6,8,0
327,327,3,4,11,1
328,328,0,2,0,1
329,329,2,9,0,1
330,330,2,7,1,0
331,331,1,4,5,0
332,332,4,9,3,1
333,333,2,3,6,0
334,334,0,4,0,0
335,335,0,7,1,1
336,336,2,4,0,1
337,337,3,8,8,1
338,338,1,9,11,1
339,339,1,8,8,0
340,340,3,8,7,1
341,341,2,5,1,0
342,342,2,6,0,0
343,343,0,3,4,0
344,344,4,6,0,0
345,345,1,3,8,0
346,346,2,3,1,1
347,347,2,3,10,0
348,348,0,5,8,0
349,349,0,7,9,0
350,350,1,8,1,1
351,351,2,6,0,0
352,352,1,6,6,1
353,353,0,2,4,0
354,354,4,4,3,0
355,355,2,4,10,1
356,356,2,9,0,1
357,357,4,4,11,0
358,358,3,3,3,0
359,359,3,5,5,1
360,360,1,4,6,1
361,361,1,9,5,0
362,362,0,0,0,1
363,363,4,3,7,1
364,364,3,6,5,0
365,365,0,9,3,1
366,366,2,7,10,0
367,367,3,4,0,1
368,368,0,9,8,0
369,369,4,6,8,1
370,370,3,4,8,0
371,371,4,5,5,1
372,372,4,6,3,1
373,373,2,9,2,0
374,374,4,4,10,1
375,375,4,7,8,1
376,376,0,7,1,0
377,377,1,3,6,1
378,378,0,2,2,1
379,379,0,8,5,0
380,380,4,4,7,0
381,381,3,1,1,0
382,382,3,3,2,1
383,383,4,1,0,1
384,384,3,2,6,1
385,385,4,4,6,1
386,386,4,5,0,0
387,387,4,1,6,1
388,388,3,7,9,1
389,389,2,2,1,0
390,390,1,8,9,0
391,391,3,3,11,1
392,392,0,6,5,0
393,393,2,1,3,0
394,394,0,2,11,0
395,395,2,2,11,1
396,396,0,0,0,1
397,397,1,6,1,0
398,398,4,2,7,1
399,399,3,3,8,0
400,400,1,6,5,1
401,401,3,2,4,1
402,402,4,1,9,1
403,403,4,0,9,0
404,404,1,6,10,1
405,405,1,1,2,0
406,406,1,9,4,0
407,407,2,3,10,0
408,408,0,8,3,1
409,409,0,0,10,1
410,410,4,8,4,1
411,411,0,0,10,1
412,412,1,9,6,0
413,413,3,1,3,0
414,414,2,5,9,1
415,415,3,4,2,0
416,416,0,3,0,0
417,417,4,4,5,1
418,418,3,8,2,0
419,419,1,7,7,1
420,420,1,3,10,0
421,421,4,6,8,0
422,422,1,8,8,0
423,423,3,3,5,1
424,424,3,1,8,0
425,425,3,2,1,1
426,426,1,0,3,0
427,427,2,8,10,0
428,428,4,3,6,0
429,429,2,7,1,1
430,430,1,5,6,0
431,431,1,1,1,0
432,432,1,6,5,1
433,433,3,9,9,1
434,434,4,6,8,0
435,435,2,6,6,1
436,436,4,1,8,0
437,437,3,4,10,0
438,438,0,6,6,0
439,439,2,5,4,1
440,440,1,0,4,1
441,441,0,9,10,1
442,442,4,5,4,0
443,443,0,6,7,0
444,444,3,4,9,0
445,445,1,5,6,0
446,446,2,6,0,1
447,447,4,8,7,0
448,448,3,5,0,0
449,449,2,7,11,0
450,450,2,9,10,0
451,451,3,6,11,1
452,452,4,9,6,0
453,453,3,5,10,0
454,454,0,0,1,0
455,455,1,5,4,1
456,456,0,1,9,1
457,457,0,9,8,1
458,458,1,9,10,0
459,459,4,2,10,1
460,460,3,8,10,1
461,461,3,3,6,0
462,462,0,2,6,0
463,463,1,6,7,1
464,464,3,8,1,0
465,465,2,3,9,0
466,466,4,0,5,1
467,467,3,2,2,0
468,468,4,8,4,0
469,469,1,1,7,0
470,470,2,5,2,0
471,471,2,2,1,0
472,472,3,5,5,0
473,473,4,3,9,1
474,474,1,5,2,1
475,475,4,3,0,0
476,476,2,3,6,0
477,477,0,4,1,1
478,478,4,6,8,1
479,479,1,0,7,1
480,480,1,2,6,1
481,481,3,2,11,1
482,482,3,5,6,0
483,483,1,6,9,1
484,484,3,6,0,1
485,485,2,2,9,1
486,486,1,4,11,0
487,487,1,4,3,1
488,488,3,7,1,0
489,489,3,4,10,0
490,490,4,9,9,1
491,491,4,2,6,1
492,492,0,5,8,1
493,493,0,7,7,1
494,494,0,5,2,1
495,495,4,5,1,1
496,496,0,6,11,1
497,497,0,4,8,1
498,498,2,2,7,0
499,499,4,3,9,0
500,500,1,6,10,0
501,501,3,0,10,0
502,502,3,9,2,0
503,503,1,5,6,1
504,504,2,6,6,1
505,505,0,0,0,0
506,506,0,1,0,0
507,507,3,3,6,1
508,508,1,2,0,0
509,509,4,4,6,1
510,510,3,9,6,0
511,511,1,8,7,1
512,512,0,1,2,0
513,513,2,9,9,1
514,514,1,9,10,1
515,515,1,2,3,1
516,516,4,8,0,0
517,517,2,2,6,1
518,518,1,1,11,0
519,519,1,7,1,0
520,520,0,9,5,1
521,521,0,1,3,0
522,522,0,6,4,1
523,523,3,8,2,0
524,524,2,9,2,1
525,525,3,0,7,1
526,526,3,4,1,1
527,527,4,4,7,1
528,528,4,3,9,1
529,529,1,2,8,0
530,530,1,9,7,0
531,531,2,4,11,1
532,532,4,9,5,1
533,533,4,3,10,0
534,534,4,7,6,1
535,535,1,1,4,0
536,536,3,2,8,0
537,537,0,6,9,1
538,538,4,5,6,0
539,539,0,2,8,0
540,540,0,9,9,1
541,541,4,8,11,1
542,542,0,7,8,0
543,543,4,5,4,0
544,544,2,4,2,0
545,545,4,9,5,1
546,546,0,1,1,0
547,547,2,7,0,0
548,548,3,5,10,1
549,549,1,6,7,0
550,550,1,9,1,0
551,551,0,6,9,1
552,552,2,4,0,0
553,553,4,9,3,1
554,554,4,7,6,0
555,555,3,0,4,1
556,556,4,7,3,0
557,557,1,4,2,0
558,558,2,9,2,0
559,559,0,3,11,1
560,560,4,5,3,0
561,561,3,3,6,1
562,562,1,4,3,0
563,563,2,5,7,0
564,564,2,4,6,1
565,565,2,8,0,0
566,566,3,2,6,0
567,567,4,9,0,0
568,568,2,2,3,1
569,569,1,5,5,0
570,570,3,5,9,1
571,571,4,9,1,0
572,572,3,7,11,1
573,573,4,1,9,1
574,574,3,4,6,0
575,575,4,5,8,1
576,576,0,4,2,1
577,577,1,3,9,0
578,578,2,7,11,1
579,579,1,6,10,0
580,580,2,7,6,1
581,581,1,0,9,1
582,582,2,4,2,1
583,583,2,3,0,0
584,584,0,1,10,0
585,585,1,1,0,1
586,586,1,6,8,1
587,587,2,7,1,0
588,588,2,2,0,1
589,589,1,2,4,0
590,590,1,4,8,0
591,591,0,3,6,1
592,592,1,6,3,1
593,593,0,5,11,0
594,594,0,0,1,0
595,595,4,1,8,0
596,596,2,5,8,0
597,597,3,4,11,0
598,598,1,0,9,1
599,599,3,1,5,0
600,600,0,5,9,0
601,601,1,0,10,1
602,602,0,4,8,1
603,603,3,9,10,0
604,604,1,5,1,0
605,605,0,5,2,1
606,606,2,6,5,1
607,607,3,6,2,0
608,608,0,2,10,0
609,609,1,8,1,1
610,610,4,9,8,1
611,611,0,4,10,1
612,612,1,2,0,0
613,613,3,5,8,1
614,614,0,3,1,0
615,615,1,5,9,1
616,616,0,7,4,1
617,617,0,8,8,0
618,618,2,7,7,0
619,619,4,1,5,0
620,620,1,7,8,0
621,621,2,5,11,0
622,622,2,4,6,0
623,623,2,6,10,1
624,624,0,8,8,1
625,625,2,4,11,0
626,626,4,2,4,1
627,627,3,5,6,1
628,628,4,8,7,1
629,629,4,7,7,0
630,630,2,6,10,1
631,631,3,6,1,0
632,632,4,0,3,1
633,633,1,5,7,0
634,634,3,2,1,1
635,635,0,5,1,0
636,636,4,4,10,1
637,637,4,2,9,1
638,638,2,8,2,0
639,639,1,4,5,0
640,640,3,6,6,0
641,641,2,9,5,1
642,642,1,1,3,1
643,643,1,3,11,0
644,644,2,4,11,1
645,645,2,7,9,0
646,646,0,7,11,0
647,647,2,4,5,0
648,648,2,4,2,0
649,649,3,3,4,1
650,650,3,4,2,0
651,651,2,6,8,0
652,652,4,1,7,0
653,653,0,1,1,0
654,654,0,1,2,0
655,655,2,1,3,1
656,656,0,0,9,0
657,657,4,1,3,0
658,658,2,3,2,0
659,659,1,5,5,0
660,660,0,0,6,1
661,661,2,4,4,0
662,662,3,2,1,1
663,663,4,8,3,1
664,664,4,0,9,1
665,665,2,1,0,0
666,666,2,9,6,0
667,667,2,9,4,0
668,668,1,5,8,0
669,669,2,3,7,1
670,670,2,4,10,1
671,671,1,6,10,1
672,672,1,5,3,0
673,673,0,6,10,0
674,674,0,6,11,1
675,675,0,1,0,0
676,676,4,8,4,1
677,677,0,4,2,1
678,678,0,4,0,0
679,679,4,4,9,0
680,680,0,8,11,1
681,681,1,7,10,0
682,682,2,2,6,1
683,683,1,2,0,0
684,684,2,1,0,1
685,685,0,8,3,1
686,686,1,7,10,1
687,687,4,9,8,0
688,688,1,8,1,1
689,689,0,5,4,0
690,690,3,0,4,1
691,691,0,7,0,0
692,692,4,2,4,1
693,693,1,7,5,1
694,694,3,8,4,0
695,695,3,1,2,0
696,696,2,5,5,1
697,697,2,8,10,0
698,698,3,1,6,1
699,699,4,1,7,1
700,700,1,6,5,1
701,701,1,4,6,1
702,702,2,5,7,1
703,703,3,8,2,1
704,704,4,9,3,1
705,705,0,3,2,1
706,706,3,1,8,1
707,707,0,4,7,1
708,708,4,4,4,1
709,709,4,2,11,1
710,710,0,2,10,1
711,711,0,3,10,0
712,712,2,8,6,0
713,713,4,4,1,0
714,714,2,8,1,1
715,715,1,7,4,0
716,716,1,4,11,0
717,717,1,8,1,1
718,718,3,9,11,1
719,719,3,4,0,1
720,720,4,2,9,1
721,721,0,0,4,1
722,722,0,1,2,1
723,723,0,0,4,0
724,724,2,9,3,0
725,725,0,5,0,1
726,726,2,9,2,1
727,727,4,8,1,0
728,728,3,0,5,0
729,729,2,2,11,1
730,730,2,7,7,1
731,731,4,6,10,0
732,732,0,4,5,1
733,733,0,6,6,0
734,734,1,8,6,1
735,735,2,7,2,0
736,736,2,4,1,0
737,737,3,0,5,0
738,738,4,6,10,0
739,739,2,4,1,0
740,740,2,6,0,1
741,741,2,4,3,1
742,742,4,2,0,0
743,743,4,4,9,1
744,744,2,5,4,1
745,745,2,5,10,1
746,746,0,1,0,0
747,747,4,4,9,0
748,748,0,3,0,1
749,749,1,1,0,1
750,750,2,3,3,1
751,751,1,5,9,1
752,752,4,0,11,0
753,753,0,2,9,1
754,754,4,4,8,0
755,755,1,4,7,0
756,756,2,1,6,1
757,757,3,0,5,1
758,758,1,5,4,0
759,759,1,3,2,0
760,760,4,3,10,1
761,761,2,4,5,1
762,762,4,8,9,0
763,763,0,9,9,1
764,764,1,4,1,0
765,765,1,6,11,0
766,766,0,3,2,1
767,767,0,5,9,1
768,768,4,4,7,0
769,769,4,5,8,1
770,770,0,5,5,1
771,771,4,4,0,1
772,772,0,3,6,0
773,773,0,5,1,0
774,774,1,9,6,0
775,775,1,5,6,1
776,776,1,0,5,0
777,777,0,1,6,1
778,778,0,8,1,1
779,779,1,3,7,0
780,780,2,0,0,1
781,781,0,4,1,0
782,782,2,9,2,1
783,783,4,4,11,0
784,784,1,0,11,1
785,785,1,9,10,1
786,786,0,2,2,0
787,787,0,7,3,0
788,788,3,9,2,1
789,789,1,8,11,0
790,790,1,1,3,0
791,791,2,6,4,1
792,792,0,2,11,0
793,793,3,3,11,0
794,794,0,4,6,0
795,795,3,2,4,1
796,796,0,2,11,0
797,797,1,5,10,1
798,798,2,1,1,0
799,799,4,4,11,1
800,800,1,9,6,1
801,801,4,6,1,1
802,802,2,9,10,0
803,803,3,4,2,0
804,804,0,4,9,0
805,805,3,1,0,0
806,806,3,2,4,1
807,807,3,3,5,0
808,808,4,9,11,0
809,809,3,3,10,0
810,810,2,8,11,0
811,811,3,0,8,1
812,812,4,2,9,0
813,813,4,3,8,0
814,814,0,5,5,1
815,815,2,7,9,1
816,816,0,7,3,1
817,817,3,0,8,0
818,818,4,0,9,0
819,819,0,4,9,1
820,820,2,4,9,0
821,821,2,6,9,0
822,822,2,2,10,0
823,823,1,8,9,1
824,824,1,9,1,0
825,825,0,7,2,1
826,826,2,6,6,0
827,827,1,2,2,0
828,828,3,2,7,1
829,829,4,5,4,0
830,830,0,4,2,0
831,831,0,7,9,0
832,832,0,5,6,0
833,833,3,8,1,0
834,834,2,7,5,0
835,835,1,8,11,1
836,836,4,7,2,0
837,837,4,2,0,0
838,838,0,5,10,0
839,839,1,6,7,1
840,840,0,5,6,1
841,841,3,9,6,1
842,842,4,6,9,0
843,843,1,6,11,0
844,844,0,7,8,0
845,845,2,7,2,1
846,846,0,3,1,1
847,847,0,3,6,0
848,848,4,9,3,1
849,849,1,1,11,1
850,850,1,4,4,0
851,851,0,5,7,1
852,852,2,7,1,0
853,853,1,8,1,1
854,854,0,2,11,0
855,855,4,3,0,0
856,856,4,7,8,1
857,857,4,6,7,1
858,858,4,2,5,1
859,859,3,4,5,0
860,860,2,9,7,0
861,861,1,9,11,1
862,862,2,4,9,0
863,863,2,3,8,1
864,864,0,4,4,1
865,865,2,9,10,0
866,866,4,1,3,0
867,867,0,5,7,1
868,868,3,2,4,1
869,869,0,3,7,1
870,870,1,9,4,1
871,871,3,9,6,0
872,872,4,5,9,1
873,873,0,0,10,0
874,874,0,0,4,1
875,875,1,0,2,0
876,876,4,0,0,1
877,877,2,9,8,1
878,878,1,2,3,0
879,879,0,6,4,1
880,880,4,8,1,0
881,881,4,5,6,0
882,882,0,9,6,0
883,883,1,9,9,0
884,884,4,1,7,0
885,885,1,3,11,0
886,886,0,4,9,0
887,887,3,6,8,0
888,888,1,7,7,1
889,889,0,2,1,1
890,890,2,4,0,1
891,891,3,5,7,0
892,892,1,2,11,1
893,893,1,3,8,0
894,894,0,3,6,1
895,895,1,1,0,0
896,896,1,5,3,0
897,897,1,1,4,0
898,898,4,4,0,1
899,899,4,6,4,1
900,900,0,2,6,1
901,901,3,6,5,1
902,902,2,0,7,1
903,903,0,0,4,0
904,904,0,9,0,0
905,905,0,3,5,1
906,906,3,9,3,1
907,907,2,2,7,1
908,908,2,8,0,1
909,909,2,2,2,0
910,910,1,8,5,1
911,911,0,1,7,1
912,912,0,7,3,1
913,913,0,0,10,1
914,914,2,7,4,0
915,915,2,7,3,1
916,916,2,1,6,0
917,917,1,2,8,1
918,918,2,4,6,1
919,919,0,6,11,1
920,920,0,8,1,0
921,921,4,3,4,0
922,922,1,1,1,0
923,923,0,7,6,0
924,924,1,2,5,1
925,925,4,7,8,0
926,926,3,6,1,1
927,927,3,1,10,1
928,928,2,6,10,0
929,929,4,5,6,0
930,930,4,7,6,0
931,931,0,3,3,1
932,932,0,4,2,1
933,933,3,5,5,1
934,934,1,7,2,0
935,935,3,4,9,1
936,936,4,9,9,0
937,937,3,1,8,0
938,938,4,8,3,1
939,939,0,6,3,0
940,940,3,3,4,1
941,941,1,2,8,1
942,942,4,0,6,1
943,943,2,3,3,1
944,944,4,9,1,0
945,945,4,0,3,1
946,946,3,2,4,0
947,947,3,9,3,0
948,948,1,1,1,0
949,949,3,4,5,0
950,950,0,8,0,0
951,951,3,4,7,1
952,952,1,0,11,0
953,953,2,4,7,1
954,954,2,4,10,1
955,955,0,9,9,1
956,956,4,6,7,1
957,957,3,1,7,1
958,958,3,3,5,0
959,959,0,4,3,0
960,960,1,1,6,0
961,961,2,0,11,1
962,962,3,2,10,0
963,963,1,4,2,0
964,964,0,2,1,1
965,965,4,5,10,0
966,966,0,6,8,0
967,967,4,2,0,1
968,968,1,1,8,1
969,969,2,2,5,0
970,970,3,3,9,1
971,971,3,5,2,0
972,972,4,2,0,1
973,973,2,0,11,0
974,974,2,8,5,0
975,975,0,8,0,0
976,976,4,4,9,0
977,977,0,1,9,1
978,978,1,2,3,0
979,979,2,4,4,1
980,980,0,4,2,1
981,981,1,8,4,1
982,982,1,1,11,0
983,983,1,1,6,1
984,984,3,8,3,0
985,985,2,4,4,1
986,986,0,9,6,0
987,987,3,8,1,0
988,988,3,6,8,0
989,989,2,6,6,1
990,990,4,3,6,0
991,991,2,3,2,1
992,992,2,2,11,1
993,993,3,5,7,0
994,994,0,7,9,1
995,995,4,9,4,1
996,996,1,7,6,0
997,997,0,5,6,1
998,998,1,4,1,0
999,999,1,8,0,1
1000,1000,2,3,3,1
1001,1001,3,6,9,1
1002,1002,3,1,6,0
1003,1003,3,5,7,1
1004,1004,0,0,2,0
1005,1005,1,0,11,0
1006,1006,3,5,6,1
1007,1007,4,3,3,1
1008,1008,3,0,8,1
1009,1009,1,4,6,1
1010,1010,0,7,9,0
1011,1011,4,8,11,1
1012,1012,2,9,4,1
1013,1013,2,1,3,0
1014,1014,4,3,1,1
1015,1015,2,6,3,1
1016,1016,0,0,4,0
1017,1017,1,8,8,1
1018,1018,1,0,10,1
1019,1019,2,8,11,1
1020,1020,2,6,1,1
1021,1021,1,5,0,0
1022,1022,4,2,11,0
1023,1023,3,3,11,0
1024,1024,2,0,11,1
1025,1025,3,9,4,1
1026,1026,0,8,7,1
1027,1027,1,7,3,0
1028,1028,0,0,10,0
1029,1029,4,6,0,1
1030,1030,3,3,10,0
1031,1031,2,2,7,0
1032,1032,3,2,2,0
1033,1033,3,8,9,1
1034,1034,3,8,2,0
1035,1035,3,5,6,0
1036,1036,4,0,11,0
1037,1037,2,8,8,0
1038,1038,2,4,2,0
1039,1039,2,8,0,1
1040,1040,1,8,6,0
1041,1041,3,0,5,0
1042,1042,0,3,4,1
1043,1043,3,6,11,1
1044,1044,1,1,7,0
1045,1045,1,3,0,1
1046,1046,3,6,1,1
1047,1047,1,4,1,0
1048,1048,4,7,8,0
1049,1049,4,7,5,0
1050,1050,1,1,6,0
1051,1051,4,6,8,0
1052,1052,3,3,1,0
1053,1053,1,9,3,1
1054,1054,3,7,10,1
1055,1055,3,3,1,0
1056,1056,0,2,5,0
1057,1057,2,1,0,0
1058,1058,1,7,0,0
1059,1059,0,4,10,0
1060,1060,1,3,8,1
1061,1061,2,8,10,0
1062,1062,1,3,1,1
1063,1063,3,8,10,1
1064,1064,2,4,3,0
1065,1065,4,4,7,0
1066,1066,1,9,11,1
1067,1067,2,6,5,1
1068,1068,3,8,8,1
1069,1069,1,0,8,0
1070,1070,4,8,3,0
1071,1071,4,8,6,0
1072,1072,0,8,1,1
1073,1073,2,6,4,0
1074,1074,2,6,11,1
1075,1075,0,5,10,1
1076,1076,2,9,9,0
1077,1077,0,8,6,0
1078,1078,1,2,7,1
1079,1079,0,8,5,1
1080,1080,3,5,7,0
1081,1081,3,2,6,0
1082,1082,1,3,7,1
1083,1083,3,7,9,0
1084,1084,4,4,10,0
1085,1085,1,5,0,0
1086,1086,3,0,7,0
1087,1087,3,2,2,0
1088,1088,3,4,0,0
1089,1089,1,0,4,1
1090,1090,4,7,2,1
1091,1091,4,9,4,1
1092,1092,0,7,3,0
1093,1093,0,0,4,0
1094,1094,3,4,1,0
1095,1095,3,6,6,1
1096,1096,3,9,3,1
1097,1097,3,2,10,0
1098,1098,2,7,2,0
1099,1099,0,3,0,1
1100,1100,4,8,2,0
1101,1101,2,0,2,0
1102,1102,4,4,8,0
1103,1103,2,2,4,0
1104,1104,2,9,11,0
1105,1105,3,5,10,0
1106,1106,1,9,11,0
1107,1107,1,1,6,0
1108,1108,3,8,2,1
1109,1109,3,6,5,0
1110,1110,1,6,9,1
1111,1111,1,3,5,0
1112,1112,4,2,0,0
1113,1113,3,7,4,0
1114,1114,1,1,8,1
1115,1115,2,3,10,0
1116,1116,4,6,5,0
1117,1117,4,6,4,1
1118,1118,2,4,1,1
1119,1119,2,4,7,1
1120,1120,1,1,6,1
1121,1121,0,3,8,0
1122,1122,3,0,1,0
1123,1123,4,8,9,1
1124,1124,1,3,4,0
1125,1125,0,0,5,1
1126,1126,0,2,11,1
1127,1127,4,2,1,1
1128,1128,1,8,6,0
1129,1129,2,5,11,1
1130,1130,1,1,2,1
1131,1131,0,6,4,0
1132,1132,2,2,11,0
1133,1133,0,9,0,0
1134,1134,4,0,3,0
1135,1135,4,2,7,0
1136,1136,2,3,2,0
1137,1137,0,4,7,1
1138,1138,4,0,8,1
